1.0	0.0	0	0.6666666666666666	2
1.0	0.0	0	0.0	1
0.0	0.0	0	0.029850746268656716	11
0.2	0.0	0	0.2962962962962963	2
1.0	1.0	0	0.7368421052631579	3
0.8	0.25	0	0.2524271844660194	14
0.0	0.0	0	0.13740458015267176	19
0.0	0.0	0	0.23529411764705882	2
0.4	0.28571428571428575	0	0.47058823529411764	5
1.0	0.6666666666666666	0	0.717948717948718	3
0.0	0.0	0	0.11428571428571428	8
0.0	0.0	0	0.14736842105263157	12
0.0	0.0	0	0.6666666666666666	1
1.0	1.0	1	1.0	1
0.0	0.0	0	0.2222222222222222	2
1.0	1.0	1	1.0	1
1.0	1.0	1	1.0	1
1.0	1.0	1	1.0	1
0.0	0.0	0	0.034482758620689655	18
0.0	0.0	0	0.6666666666666666	1
0.2	0.0	0	0.0	1
0.2	0.0	0	0.0	1
1.0	0.3333333333333333	0	0.6923076923076923	3
0.4	0.0	0	0.0	1
1.0	0.5714285714285715	0	0.5581395348837209	2
0.2	0.0	0	0.27586206896551724	2
0.0	0.0	0	0.20689655172413793	2
1.0	1.0	1	1.0	2
1.0	0.5	0	0.7222222222222222	2
1.0	0.5	0	0.7692307692307693	2
0.4	0.0	0	0.2	1
0.2	0.0	0	0.0	1
0.0	0.0	0	0.17391304347826086	13
1.0	0.5	0	0.7333333333333333	2
1.0	0.5	0	0.7272727272727273	2
0.0	0.0	0	0.05405405405405406	11
1.0	1.0	1	1.0	1
1.0	1.0	1	1.0	1
1.0	0.0	0	0.0	1
0.0	0.0	0	0.06172839506172839	25
0.0	0.0	0	0.06315789473684211	11
0.2	0.0	0	0.10434782608695652	2
1.0	0.5333333333333333	0	0.32989690721649484	9
0.4	0.0	0	0.37333333333333335	4
0.4	0.11111111111111112	0	0.14049586776859505	17
0.2	0.0	0	0.3090909090909091	8
0.2	0.26666666666666666	0	0.2376237623762376	7
0.0	0.0	0	0.11594202898550725	7
0.0	0.0	0	0.2857142857142857	7
0.0	0.0	0	0.16161616161616163	7
0.0	0.0	0	0.30656934306569344	14
0.0	0.0	0	0.2	9
0.0	0.0	0	0.2878787878787879	9
0.0	0.0	0	0.05194805194805195	2
0.0	0.0	0	0.1917808219178082	3
0.0	0.0	0	0.06896551724137931	2
0.2	0.0	0	0.2	3
0.0	0.0	0	0.2	10
0.0	0.0	0	0.14634146341463414	4
0.0	0.18181818181818182	0	0.31496062992125984	11
0.0	0.0	0	0.15384615384615385	6
0.0	0.0	0	0.26	9
0.0	0.0	0	0.0003623954338175339	6765
0.0	0.0	0	0.13636363636363635	5
0.0	0.0	0	0.07142857142857142	4
0.0	0.0606060606060606	0	0.02553191489361702	3
0.0	0.2051282051282051	0	0.31718061674008813	15
0.0	0.10169491525423728	0	0.03864734299516908	9
0.0	0.033898305084745756	0	0.02444987775061125	2
0.0	0.10344827586206896	0	0.03365384615384615	6
0.0	0.0	0	0.01809954751131222	8
0.0	0.09090909090909091	0	0.03322259136212625	5
0.0	0.07547169811320754	0	0.021333333333333333	5
0.0	0.028169014084507046	0	0.02456140350877193	5
0.0	0.03333333333333333	0	0.02681992337164751	5
0.0	0.125	0	0.03792667509481669	25
0.2	0.13043478260869565	0	0.05958549222797927	19
0.0	0.14814814814814814	0	0.0763888888888889	24
0.2	0.18604651162790695	0	0.12063492063492064	27
0.0	0.0975609756097561	0	0.03041144901610018	12
0.0	0.0	0	0.2413793103448276	7
0.0	0.0	0	0.13333333333333333	7
0.0	0.0	0	0.13043478260869565	7
0.0	0.0	0	0.015625	18
0.0	0.0	0	0.03508771929824561	33
0.0	0.0	0	0.11029411764705882	41
0.0	0.0	0	0.07142857142857142	29
0.0	0.0	0	0.010291595197255575	84
0.0	0.0	0	0.006097560975609756	50
0.0	0.0	0	0.1258741258741259	24
0.0	0.0	0	0.09243697478991597	33
0.0	0.0	0	0.059113300492610835	63
0.0	0.0	0	0.038781163434903045	50
0.0	0.0	0	0.1724137931034483	7
0.0	0.0	0	0.21875	7
0.0	0.0	0	0.27586206896551724	5
0.0	0.0	0	0.018867924528301886	16
0.0	0.0	0	0.06451612903225806	5
0.0	0.0	0	0.1728395061728395	11
0.0	0.0	0	0.2978723404255319	5
0.0	0.0	0	0.2222222222222222	8
0.0	0.0	0	0.18604651162790697	10
0.0	0.0	0	0.13333333333333333	4
0.0	0.0	0	0.2	2
